Title,Artist
&Run,Sir Sly
High Hopes,Panic! At The Disco
Dangerous Night,Thirty Seconds To Mars
Fake,Five Finger Death Punch
Quarter Past Midnight,Bastille
Four Out Of Five,Arctic Monkeys
Such A Simple Thing,Ray LaMontagne
When The Seasons Change,Five Finger Death Punch
The Night We Met,Lord Huron Featuring Phoebe Bridgers
Rats,Ghost
Walking On Water,NEEDTOBREATHE
I Refuse,Five Finger Death Punch
Pink Lemonade,James Bay
The Mountain,Three Days Grace
18,My Silent Bravery
Hurt Somebody,Noah Kahan & Julia Michaels
Good Lovin,Britton Buchanan
Wild Love,James Bay
Dance Macabre,Ghost
Handyman,AWOLNATION
Unstoppable,The Score
Hear Me Now,Bad Wolves Featuring DIAMANTE
Slide,James Bay
Glitter & Gold,Barns Courtney
Red Cold River,Breaking Benjamin
Whatever It Takes,Imagine Dragons
Thunder,Imagine Dragons
Believer,Imagine Dragons
Feel It Still,Portugal. The Man
Sit Next To Me,Foster The People
Say Amen (Saturday Night),Panic! At The Disco
High Hopes,Panic! At The Disco
Zombie,Bad Wolves
Broken,lovelytheband
"Hey Look Ma, I Made It",Panic! At The Disco
King Of The Clouds,Panic! At The Disco
(Fuck A) Silver Lining,Panic! At The Disco
New Light,John Mayer
Roaring 20s,Panic! At The Disco
Africa,Weezer
Dancing's Not A Crime,Panic! At The Disco
Dying In LA,Panic! At The Disco
Let It Be,The Beatles
One Of The Drunks,Panic! At The Disco
I Feel Like I'm Drowning,Two Feet
Bulletproof,Godsmack
Old Fashioned,Panic! At The Disco
The Overpass,Panic! At The Disco
Come On To Me,Paul McCartney
Hunger,Florence + The Machine
Humility,Gorillaz Featuring George Benson
&Run,Sir Sly
Devil,Shinedown
Quarter Past Midnight,Bastille
Sham Pain,Five Finger Death Punch
Gold Rush,Death Cab For Cutie
Big God,Florence + The Machine
Kamikaze,WALK THE MOON
Rats,Ghost
Thought Contagion,Muse
Blood // Water,grandson
Give Yourself A Try,The 1975
Blue On Black,"Five Finger Death Punch Featuring Kenny Wayne Shepherd, Brantley Gilbert & Brian May"
I Don't Know,Paul McCartney
Colors,Beck
Hear Me Now,Bad Wolves Featuring DIAMANTE
Samurai Cop (Oh Joy Begin),Dave Matthews Band
I Hope You're Happy,Blue October
Next To Me,Imagine Dragons
Walking On Water,NEEDTOBREATHE
Crossing A Line,Mike Shinoda
Such A Simple Thing,Ray LaMontagne
The Night We Met,Lord Huron Featuring Phoebe Bridgers
Four Out Of Five,Arctic Monkeys
Lash Out,Alice Merton
Thunder,Imagine Dragons
Whatever It Takes,Imagine Dragons
Believer,Imagine Dragons
Natural,Imagine Dragons
Feel It Still,Portugal. The Man
Sit Next To Me,Foster The People
Broken,lovelytheband
Africa,Weezer
Jumpsuit,twenty one pilots
Zombie,Bad Wolves
High Hopes,Panic! At The Disco
Say Amen (Saturday Night),Panic! At The Disco
Nico And The Niners,twenty one pilots
Love It If We Made It,The 1975
New Light,John Mayer
Bulletproof,Godsmack
When The Curtain Falls,Greta Van Fleet
Quarter Past Midnight,Bastille
Something Human,Muse
Hunger,Florence + The Machine
"Hey Look Ma, I Made It",Panic! At The Disco
Devil,Shinedown
Sham Pain,Five Finger Death Punch
Gold Rush,Death Cab For Cutie
Love Is Bigger Than Anything In Its Way,U2
Kamikaze,WALK THE MOON
Blue On Black,"Five Finger Death Punch Featuring Kenny Wayne Shepherd, Brantley Gilbert & Brian May"
Blood // Water,grandson
Rats,Ghost
Roaring 20s,Panic! At The Disco
Hear Me Now,Bad Wolves Featuring DIAMANTE
Humility,Gorillaz Featuring George Benson
King Of The Clouds,Panic! At The Disco
Ghost,Badflower
Colors,Beck
Confidence,Sanctus Real
Dying In LA,Panic! At The Disco
Lash Out,Alice Merton
Infra-Red,Three Days Grace
Miracle,CHVRCHES
Give Yourself A Try,The 1975
I Hope You're Happy,Blue October
Dancing's Not A Crime,Panic! At The Disco
Uncomfortable,Halestorm
Next To Me,Imagine Dragons
(Fuck A) Silver Lining,Panic! At The Disco
I Dreamt We Spoke Again,Death Cab For Cutie
Crazy,From Ashes To New
The Line,Foo Fighters
One Of The Drunks,Panic! At The Disco
Natural,Imagine Dragons
Believer,Imagine Dragons
Thunder,Imagine Dragons
Feel It Still,Portugal. The Man
Whatever It Takes,Imagine Dragons
Broken,lovelytheband
Africa,Weezer
Sit Next To Me,Foster The People
High Hopes,Panic! At The Disco
Zombie,Bad Wolves
Jumpsuit,twenty one pilots
Say Amen (Saturday Night),Panic! At The Disco
New Light,John Mayer
Are You Ready,Disturbed
Gold Rush,Death Cab For Cutie
Bulletproof,Godsmack
TOOTIMETOOTIMETOOTIME,The 1975
Nico And The Niners,twenty one pilots
Levitate,twenty one pilots
Blood // Water,grandson
Sham Pain,Five Finger Death Punch
Blue On Black,"Five Finger Death Punch Featuring Kenny Wayne Shepherd, Brantley Gilbert & Brian May"
When The Curtain Falls,Greta Van Fleet
I Hope You're Happy,Blue October
Shotgun,George Ezra
Kamikaze,WALK THE MOON
Confidence,Sanctus Real
Ghost,Badflower
"Hey Look Ma, I Made It",Panic! At The Disco
Quarter Past Midnight,Bastille
All My Friends,The Revivalists
Something Human,Muse
Hear Me Now,Bad Wolves Featuring DIAMANTE
Mantra,Bring Me The Horizon
She's Kerosene,The Interrupters
You're Somebody Else,flora cash
Miracle,CHVRCHES
No Erasin,Steve Perry
Lash Out,Alice Merton
Infra-Red,Three Days Grace
Alone In A Room,Asking Alexandria
I Dreamt We Spoke Again,Death Cab For Cutie
Rats,Ghost
Uncomfortable,Halestorm
Torn In Two,Breaking Benjamin
Hunger,Florence + The Machine
Love It If We Made It,The 1975
Get Up,Shinedown
Roaring 20s,Panic! At The Disco
King Of The Clouds,Panic! At The Disco
Natural,Imagine Dragons
Broken,lovelytheband
High Hopes,Panic! At The Disco
Thunder,Imagine Dragons
Believer,Imagine Dragons
Africa,Weezer
Guiding Light,Mumford & Sons
Zombie,Bad Wolves
New Light,John Mayer
Zero,Imagine Dragons
My Blood,twenty one pilots
Shotgun,George Ezra
Ghost,Badflower
When The Curtain Falls,Greta Van Fleet
Jumpsuit,twenty one pilots
Are You Ready,Disturbed
All My Friends,The Revivalists
Gold Rush,Death Cab For Cutie
Confidence,Sanctus Real
Kamikaze,WALK THE MOON
You're Somebody Else,flora cash
Blood // Water,grandson
She's Kerosene,The Interrupters
Blue On Black,"Five Finger Death Punch Featuring Kenny Wayne Shepherd, Brantley Gilbert & Brian May"
Nico And The Niners,twenty one pilots
Body Talks,The Struts
Hear Me Now,Bad Wolves Featuring DIAMANTE
Mad Hatter,Avenged Sevenfold
Miracle,CHVRCHES
"Hey Look Ma, I Made It",Panic! At The Disco
Get Up,Shinedown
Shame,Elle King
Nina Cried Power,Hozier Featuring Mavis Staples
Infra-Red,Three Days Grace
Torn In Two,Breaking Benjamin
A Reason To Fight,Disturbed
"Lover, Leaver",Greta Van Fleet
Mantra,Bring Me The Horizon
Tranz,Gorillaz
Alone In A Room,Asking Alexandria
Driving Rain,Slash Featuring Myles Kennedy And The Conspirators
Go Fuck Yourself,Two Feet
Tidal Wave,Portugal. The Man
Something Human,Muse
When The Seasons Change,Five Finger Death Punch
Waves,Dean Lewis
Roaring 20s,Panic! At The Disco
Love It If We Made It,The 1975
King Of The Clouds,Panic! At The Disco
TOOTIMETOOTIMETOOTIME,The 1975
Natural,Imagine Dragons
High Hopes,Panic! At The Disco
Broken,lovelytheband
Thunder,Imagine Dragons
Africa,Weezer
Bohemian Rhapsody,Queen
My Blood,twenty one pilots
New Light,John Mayer
When The Curtain Falls,Greta Van Fleet
We Will Rock You,Queen
Another One Bites The Dust,Queen
Are You Ready,Disturbed
Guiding Light,Mumford & Sons
Shotgun,George Ezra
Under Pressure,Queen & David Bowie
Somebody To Love,Queen
Jumpsuit,twenty one pilots
Ghost,Badflower
You're Somebody Else,flora cash
Chlorine,twenty one pilots
All My Friends,The Revivalists
Confidence,Sanctus Real
It's Not Living (If It's Not With You),The 1975
Morph,twenty one pilots
Nico And The Niners,twenty one pilots
Zero,Imagine Dragons
Shame,Elle King
She's Kerosene,The Interrupters
Get Up,Shinedown
You're The One,Greta Van Fleet
Hear Me Now,Bad Wolves Featuring DIAMANTE
"Lover, Leaver",Greta Van Fleet
Body Talks,The Struts
Love It If We Made It,The 1975
Party Of One,Brandi Carlile Featuring Sam Smith
Smithereens,twenty one pilots
Alone In A Room,Asking Alexandria
Neon Gravestones,twenty one pilots
"Hey Look Ma, I Made It",Panic! At The Disco
Levitate,twenty one pilots
The Hype,twenty one pilots
Pet Cheetah,twenty one pilots
Tidal Wave,Portugal. The Man
Mantra,Bring Me The Horizon
When Legends Rise,Godsmack
Bandito,twenty one pilots
Watching Over,Greta Van Fleet
Cut My Lip,twenty one pilots
These Are My Friends,lovelytheband
A Reason To Fight,Disturbed
High Hopes,Panic! At The Disco
Natural,Imagine Dragons
Broken,lovelytheband
Bohemian Rhapsody,Queen
Another One Bites The Dust,Queen
Somebody To Love,Queen
We Will Rock You,Queen
Guiding Light,Mumford & Sons
Don't Stop Me Now,Queen
Under Pressure,Queen & David Bowie
My Blood,twenty one pilots
The Greatest Show,Panic! At The Disco
Bad Liar,Imagine Dragons
We Are The Champions,Queen
Killer Queen,Queen
Movement,Hozier
Africa,Weezer
I Want To Break Free,Queen
Radio Ga Ga,Queen
Fat Bottomed Girls,Queen
Crazy Little Thing Called Love,Queen
You're Somebody Else,flora cash
Love Of My Life,Queen
Shotgun,George Ezra
Zero,Imagine Dragons
Ghost,Badflower
All My Friends,The Revivalists
Get Up,Shinedown
Machine,Imagine Dragons
If I Say,Mumford & Sons
Are You Ready,Disturbed
She's Kerosene,The Interrupters
42,Mumford & Sons
Body Talks,The Struts
Hear Me Now,Bad Wolves Featuring DIAMANTE
Hammer To Fall (Live Aid),Queen
Jumpsuit,twenty one pilots
Beloved,Mumford & Sons
Pressure,Muse
S.O.S. (Sawed Off Shotgun),The Glorious Sons
All Out Life,Slipknot
When Legends Rise,Godsmack
Radio Ga Ga (Live Aid),Queen
Chlorine,twenty one pilots
Woman,Mumford & Sons
Worst Nites,Foster The People
Confidence,Sanctus Real
When The Curtain Falls,Greta Van Fleet
Ay-Oh (Live Aid),Queen
These Are My Friends,lovelytheband
Heathens,twenty one pilots
Unsteady,X Ambassadors
Ride,twenty one pilots
Sucker For Pain,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors"
HandClap,Fitz And The Tantrums
Hymn For The Weekend,Coldplay
Way Down We Go,KALEO
Ophelia,The Lumineers
The One Moment,OK Go
Take It All Back,Judah & The Lion
Waste A Moment,Kings Of Leon
My Name Is Human,Highly Suspect
Somebody Else,The 1975
Still Breathing,Green Day
Cleopatra,The Lumineers
Love On The Weekend,John Mayer
She's Out Of Her Mind,Blink-182
On Hold,The xx
Chain Breaker,Zach Williams
Cancer,twenty one pilots
I Apologize,Five Finger Death Punch
Sleep On The Floor,The Lumineers
"Atlas, Rise!",Metallica
Human,Rag'n'Bone Man
High And Low,Empire Of The Sun
Square Hammer,Ghost
Not Easy,"Alex Da Kid Featuring X Ambassadors, Elle King & Wiz Khalifa"
Wild Horses,Bishop Briggs
Move,Saint Motel
The Stage,Avenged Sevenfold
Go Robot,Red Hot Chili Peppers
Wish I Knew You,The Revivalists
Bohemian Rhapsody,Panic! At The Disco
Talk Too Much,COIN
Moth Into Flame,Metallica
Stand By Me,Florence + The Machine
Black Honey,Thrice
Seal The Deal,Volbeat
How Did You Love,Shinedown
Alaska,Maggie Rogers
Fire Escape,Andrew McMahon In The Wilderness
Hardwired,Metallica
Bang Bang,Green Day
Angela,The Lumineers
Sure And Certain,Jimmy Eat World
We Don't Know,The Strumbellas
Shine,Mondo Cozmo
7,Catfish And The Bottlemen
Monster,Starset
Blue Christmas,The Lumineers
Heathens,twenty one pilots
Ride,twenty one pilots
Unsteady,X Ambassadors
HandClap,Fitz And The Tantrums
Sucker For Pain,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors"
Way Down We Go,KALEO
Ophelia,The Lumineers
On Hold,The xx
Chain Breaker,Zach Williams
Not Easy,"Alex Da Kid Featuring X Ambassadors, Elle King & Wiz Khalifa"
Somebody Else,The 1975
Still Breathing,Green Day
Heavydirtysoul,twenty one pilots
Love On The Weekend,John Mayer
Waste A Moment,Kings Of Leon
Cleopatra,The Lumineers
Take It All Back,Judah & The Lion
My Name Is Human,Highly Suspect
Say Something Loving,The xx
Human,Rag'n'Bone Man
She's Out Of Her Mind,Blink-182
How Did You Love,Shinedown
I Dare You,The xx
Dangerous,The xx
Lips,The xx
Testify,NEEDTOBREATHE
Sleep On The Floor,The Lumineers
Square Hammer,Ghost
High And Low,Empire Of The Sun
Wild Horses,Bishop Briggs
Wish I Knew You,The Revivalists
A Violent Noise,The xx
Talk Too Much,COIN
Go Robot,Red Hot Chili Peppers
"Atlas, Rise!",Metallica
Replica,The xx
Performance,The xx
Cancer,twenty one pilots
All The Pretty Girls,KALEO
Fire Escape,Andrew McMahon In The Wilderness
Brave For You,The xx
The Stage,Avenged Sevenfold
Never Again,Breaking Benjamin
Take What You Want,ONE OK ROCK Featuring 5 Seconds Of Summer
Cocoon,Milky Chance
Monster,Starset
Stars,Skillet
Shine,Mondo Cozmo
Move,Saint Motel
Angela,The Lumineers
Heathens,twenty one pilots
Ride,twenty one pilots
HandClap,Fitz And The Tantrums
Believer,Imagine Dragons
Unsteady,X Ambassadors
Way Down We Go,KALEO
Sucker For Pain,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors"
Human,Rag'n'Bone Man
Heavydirtysoul,twenty one pilots
Chain Breaker,Zach Williams
Somebody Else,The 1975
Cleopatra,The Lumineers
Still Breathing,Green Day
My Name Is Human,Highly Suspect
Take It All Back,Judah & The Lion
Waste A Moment,Kings Of Leon
Wish I Knew You,The Revivalists
She's Out Of Her Mind,Blink-182
Testify,NEEDTOBREATHE
Love On The Weekend,John Mayer
Heavy,Linkin Park Featuring Kiiara
How Did You Love,Shinedown
Fire Escape,Andrew McMahon In The Wilderness
On Hold,The xx
Stars,Skillet
Alaska,Maggie Rogers
"Atlas, Rise!",Metallica
Go Robot,Red Hot Chili Peppers
What Would It Take,Anderson East
Cocoon,Milky Chance
All Around You,Sturgill Simpson
Love Is Mystical,Cold War Kids
Not Easy,"Alex Da Kid Featuring X Ambassadors, Elle King & Wiz Khalifa"
All The Pretty Girls,KALEO
Square Hammer,Ghost
Feed The Machine,Nickelback
Middle Fingers,MISSIO
Wild Horses,Bishop Briggs
7,Catfish And The Bottlemen
Tearing Me Up,Bob Moses
Angela,The Lumineers
Cold Cold Cold,Cage The Elephant
Shine,Mondo Cozmo
Monster,Starset
Lost On You,LP
Talk Too Much,COIN
Alone,I Prevail
Moving On And Getting Over,John Mayer
Hated,Beartooth
Never Again,Breaking Benjamin
Believer,Imagine Dragons
Heathens,twenty one pilots
Heavy,Linkin Park Featuring Kiiara
Ride,twenty one pilots
HandClap,Fitz And The Tantrums
Way Down We Go,KALEO
Sucker For Pain,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors"
Human,Rag'n'Bone Man
Heavydirtysoul,twenty one pilots
Love,Lana Del Rey
Still Breathing,Green Day
Wish I Knew You,The Revivalists
Chain Breaker,Zach Williams
Testify,NEEDTOBREATHE
Help,Papa Roach
Feel It Still,Portugal. The Man
How Did You Love,Shinedown
Middle Fingers,MISSIO
Angela,The Lumineers
Love Is Mystical,Cold War Kids
Fire Escape,Andrew McMahon In The Wilderness
3WW,alt-J
Hypnotised,Coldplay
All The Pretty Girls,KALEO
On Hold,The xx
Cold Cold Cold,Cage The Elephant
Monster,Starset
Never Again,Breaking Benjamin
Love On The Weekend,John Mayer
Cocoon,Milky Chance
Wild Love,Elle King
Name For You,The Shins
Stars,Skillet
7,Catfish And The Bottlemen
Let You Down,Seether
Hated,Beartooth
Good News,Ocean Park Standoff
Blame,Bastille
Sweet Disaster,DREAMERS
The Promise,Chris Cornell
Alaska,Maggie Rogers
Nimble Bastard,Incubus
Lost On You,LP
Hot Thoughts,Spoon
Third Of May / Odaigahara,Fleet Foxes
Take Me,Korn
The Cure,Unspoken
Silvertongue,Young The Giant
Too Much To Think,311
"Atlas, Rise!",Metallica
Believer,Imagine Dragons
Heathens,twenty one pilots
Heavy,Linkin Park Featuring Kiiara
Ride,twenty one pilots
The Night We Met,Lord Huron
Human,Rag'n'Bone Man
Lust For Life,Lana Del Rey Featuring The Weeknd
Sucker For Pain,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors"
Way Down We Go,KALEO
Hard Times,Paramore
Wish I Knew You,The Revivalists
American Dream,Bob Pressner
In The Blood,John Mayer
Feel It Still,Portugal. The Man
Good Good,e'
Good News,Ocean Park Standoff
Saturnz Barz,Gorillaz Featuring Popcaan
Rosie,John Mayer
Love,Lana Del Rey
Still Feel Like Your Man,John Mayer
Testify,NEEDTOBREATHE
Middle Fingers,MISSIO
Love Is Mystical,Cold War Kids
Help,Papa Roach
Never On The Day You Leave,John Mayer
Andromeda,Gorillaz Featuring D.R.A.M.
Let Me Out,Gorillaz Featuring Mavis Staples & Pusha T
Don't Take The Money,Bleachers
Moving On And Getting Over,John Mayer
Cold Cold Cold,Cage The Elephant
In Cold Blood,alt-J
Blame,Bastille
You're Gonna Live Forever In Me,John Mayer
Monster,Starset
High,Sir Sly
Angela,The Lumineers
"Theme From ""The Search For Everything""",John Mayer
Ascension,Gorillaz Featuring Vince Staples
Emoji Of A Wave,John Mayer
Helpless,John Mayer
Sweet Disaster,DREAMERS
How Did You Love,Shinedown
Let You Down,Seether
All The Pretty Girls,KALEO
Lights Out,Royal Blood
Reverend,Kings Of Leon
Roll It On Home,John Mayer
We Got The Power,Gorillaz Featuring Jehnny Beth
Changing,John Mayer
Hot Thoughts,Spoon
Believer,Imagine Dragons
Heavy,Linkin Park Featuring Kiiara
Heathens,twenty one pilots
Human,Rag'n'Bone Man
Whatever It Takes,Imagine Dragons
Thunder,Imagine Dragons
Black Hole Sun,Soundgarden
The Night We Met,Lord Huron
Hard Times,Paramore
Like A Stone,Audioslave
Wish I Knew You,The Revivalists
Feel It Still,Portugal. The Man
The Chain,Fleetwood Mac
Mr. Blue Sky,Electric Light Orchestra
Want You Back,HAIM
Fell On Black Days,Soundgarden
Good News,Ocean Park Standoff
Hunger Strike,Temple Of The Dog
Spoonman,Soundgarden
Told You So,Paramore
Show Me How To Live,Audioslave
With Or Without You,Hunter Plake
I Was Wrong,Jesse Larson
Lust For Life,Lana Del Rey Featuring The Weeknd
I Am The Highway,Audioslave
Help,Papa Roach
Rose-Colored Boy,Paramore
Young And Menace,Fall Out Boy
Saturnz Barz,Gorillaz Featuring Popcaan
High,Sir Sly
Love Is Mystical,Cold War Kids
Invisible,Linkin Park
Fake Happy,Paramore
Cold Cold Cold,Cage The Elephant
Forgiveness,Paramore
In The Blood,John Mayer
Don't Take The Money,Bleachers
Let You Down,Seether
Blame,Bastille
Middle Fingers,MISSIO
Andromeda,Gorillaz Featuring D.R.A.M.
Angela,The Lumineers
The System Only Dreams In Total Darkness,The National
Right Now,HAIM
Feels Like Summer,Weezer
Love,Lana Del Rey
26,Paramore
Reverend,Kings Of Leon
Sweet Disaster,DREAMERS
Pool,Paramore
Believer,Imagine Dragons
Heathens,twenty one pilots
Heavy,Linkin Park Featuring Kiiara
Thunder,Imagine Dragons
Feel It Still,Portugal. The Man
Human,Rag'n'Bone Man
Wish I Knew You,The Revivalists
The Night We Met,Lord Huron
Hard Times,Paramore
Whatever It Takes,Imagine Dragons
Run,Foo Fighters
Don't Take The Money,Bleachers
Mr. Blue Sky,Electric Light Orchestra
Black Hole Sun,Soundgarden
Good News,Ocean Park Standoff
Love Is Mystical,Cold War Kids
Midnight Rider,The Allman Brothers Band
The Chain,Fleetwood Mac
Like A Stone,Audioslave
Lust For Life,Lana Del Rey Featuring The Weeknd
High,Sir Sly
Everything Now,Arcade Fire
Dig Down,Muse
Help,Papa Roach
Hard Love,NEEDTOBREATHE
Angela,The Lumineers
Old Church Choir,Zach Williams
The Violence,Rise Against
Feels Like Summer,Weezer
Black Rose,Volbeat Featuring Danko Jones
The Man,The Killers
Blame,Bastille
Reverend,Kings Of Leon
Song #3,Stone Sour
J-Boy,Phoenix
In Cold Blood,alt-J
Saturnz Barz,Gorillaz Featuring Popcaan
Lights Out,Royal Blood
The Cure,Unspoken
Cold Cold Cold,Cage The Elephant
In The Blood,John Mayer
Now That We're Dead,Metallica
Doing It For The Money,Foster The People
Suit And Jacket,Judah & The Lion
Sweet Disaster,DREAMERS
Let You Down,Seether
Andromeda,Gorillaz Featuring D.R.A.M.
Want You Back,HAIM
Little One,Highly Suspect
Love,Lana Del Rey
Believer,Imagine Dragons
Thunder,Imagine Dragons
Feel It Still,Portugal. The Man
Heathens,twenty one pilots
In The End,Linkin Park
Numb,Linkin Park
Wish I Knew You,The Revivalists
Heavy,Linkin Park Featuring Kiiara
Po-Dunk,Kid Rock
Take It All Back,Judah & The Lion
What I've Done,Linkin Park
The Night We Met,Lord Huron
Crawling,Linkin Park
Whatever It Takes,Imagine Dragons
Somewhere I Belong,Linkin Park
Less Than,Nine Inch Nails
Run,Foo Fighters
One Step Closer,Linkin Park
Old Church Choir,Zach Williams
The Man,The Killers
Breaking The Habit,Linkin Park
Hard Love,NEEDTOBREATHE
Miracles (Someone Special),Coldplay & Big Sean
Numb/Encore,Jay-Z/Linkin Park
Lay It On Me,Vance Joy
Hard Times,Paramore
Talking To Myself,Linkin Park
Feels Like Summer,Weezer
High,Sir Sly
Don't Take The Money,Bleachers
Want You Back,HAIM
Dig Down,Muse
Lust For Life,Lana Del Rey Featuring The Weeknd
Walking The Wire,Imagine Dragons
Song #3,Stone Sour
The Cure,Unspoken
Everything Now,Arcade Fire
Love,Lana Del Rey
Greatest Show On Earth,Kid Rock
My Mind Is For Sale,Jack Johnson
Little One,Highly Suspect
One More Light,Linkin Park
The Way You Used To Do,Queens Of The Stone Age
The Violence,Rise Against
Suit And Jacket,Judah & The Lion
Two High,Moon Taxi
All I Can Think About Is You,Coldplay
Super Far,LANY
Lights Out,Royal Blood
Reverend,Kings Of Leon
Believer,Imagine Dragons
Feel It Still,Portugal. The Man
Thunder,Imagine Dragons
Wish I Knew You,The Revivalists
Numb,Linkin Park
In The End,Linkin Park
Take It All Back,Judah & The Lion
Heavy,Linkin Park Featuring Kiiara
The Night We Met,Lord Huron
The Man,The Killers
Old Church Choir,Zach Williams
What I've Done,Linkin Park
Don't Take The Money,Bleachers
Hard Love,NEEDTOBREATHE
Feels Like Summer,Weezer
One More Light,Linkin Park
Crawling,Linkin Park
Run,Foo Fighters
Angela,The Lumineers
High,Sir Sly
Whatever It Takes,Imagine Dragons
Suit And Jacket,Judah & The Lion
One Step Closer,Linkin Park
Somewhere I Belong,Linkin Park
Everything Now,Arcade Fire
Little Of Your Love,HAIM
Little One,Highly Suspect
Lights Out,Royal Blood
Dig Down,Muse
Hard Times,Paramore
The Thunder Rolls,All That Remains
Lay It On Me,Vance Joy
Lust For Life,Lana Del Rey Featuring The Weeknd
The Violence,Rise Against
Super Far,LANY
Two High,Moon Taxi
The Way You Used To Do,Queens Of The Stone Age
Rx (Medicate),Theory Of A Deadman
Song #3,Stone Sour
Champion,Fall Out Boy Featuring RM
Highway Tune,Greta Van Fleet
Alone,I Prevail
In The Blood,John Mayer
The Evil Has Landed,Queens Of The Stone Age
Vacation,The Dirty Heads
Talking To Myself,Linkin Park
Walking The Wire,Imagine Dragons
Ahead Of Myself,X Ambassadors
Fool,Fitz And The Tantrums
Oh Devil,Electric Guest Featuring Devin Di Dakta
Believer,Imagine Dragons
Feel It Still,Portugal. The Man
Thunder,Imagine Dragons
Wish I Knew You,The Revivalists
The Last Of The Real Ones,Fall Out Boy
One More Light,Linkin Park
You're The Best Thing About Me,U2
Rx (Medicate),Theory Of A Deadman
Walk On Water,Thirty Seconds To Mars
Old Church Choir,Zach Williams
The Sky Is A Neighborhood,Foo Fighters
The Night We Met,Lord Huron
The Man,The Killers
Hard Love,NEEDTOBREATHE
For The Damaged Coda,Blonde Redhead
Run,Foo Fighters
Suit And Jacket,Judah & The Lion
Angela,The Lumineers
Lay It On Me,Vance Joy
Whatever It Takes,Imagine Dragons
The Way You Used To Do,Queens Of The Stone Age
Feels Like Summer,Weezer
Up All Night,Beck
Little One,Highly Suspect
Got It Going On,My Silent Bravery
Highway Tune,Greta Van Fleet
Go To War,Nothing More
Super Far,LANY
Ahead Of Myself,X Ambassadors
Champion,Fall Out Boy Featuring RM
Good Times,All Time Low
The Violence,Rise Against
Fool,Fitz And The Tantrums
Vacation,The Dirty Heads
Everything Now,Arcade Fire
Alone,I Prevail
Whole Wide World,Cage The Elephant
Tennessee Mountain Top,Kid Rock
Lights Out,Royal Blood
No Roots,Alice Merton
We Know Where You Fucking Live,Marilyn Manson
Song #3,Stone Sour
American Dreams,Papa Roach
The Thunder Rolls,All That Remains
Cross My Mind,A R I Z O N A
The Line,Foo Fighters
Waves,Dean Lewis
Sit Next To Me,Foster The People
Walking The Wire,Imagine Dragons
Living On The 110,Prophets Of Rage
Feel It Still,Portugal. The Man
Thunder,Imagine Dragons
Believer,Imagine Dragons
Wish I Knew You,The Revivalists
Rx (Medicate),Theory Of A Deadman
Free Fallin,Tom Petty
I Won't Back Down,Tom Petty
Walk On Water,Thirty Seconds To Mars
The Man,The Killers
Old Church Choir,Zach Williams
Up All Night,Beck
One More Light,Linkin Park
Mary Jane's Last Dance,Tom Petty And The Heartbreakers
The Sky Is A Neighborhood,Foo Fighters
Angela,The Lumineers
The Last Of The Real Ones,Fall Out Boy
Lay It On Me,Vance Joy
You're The Best Thing About Me,U2
Suit And Jacket,Judah & The Lion
Learning To Fly,Tom Petty And The Heartbreakers
You Don't Know How It Feels,Tom Petty
One Foot,WALK THE MOON
Vacation,The Dirty Heads
No Roots,Alice Merton
Good Times,All Time Low
The Doomed,A Perfect Circle
Little One,Highly Suspect
Go To War,Nothing More
The Way You Used To Do,Queens Of The Stone Age
Highway Tune,Greta Van Fleet
Sit Next To Me,Foster The People
Whole Wide World,Cage The Elephant
Ahead Of Myself,X Ambassadors
Fool,Fitz And The Tantrums
Passion,AWOLNATION
American Dreams,Papa Roach
Los Ageless,St. Vincent
Walking The Wire,Imagine Dragons
Two High,Moon Taxi
So Tied Up,Cold War Kids Featuring Bishop Briggs
Colors,Beck
Super Far,LANY
Love Falls,HellYeah
Pills,St. Vincent
Into The Fire,Asking Alexandria
The Resistance,Skillet
Judas,Fozzy
Alone,I Prevail
Rise Up,Imagine Dragons
The Thunder Rolls,All That Remains
Ex's & Oh's,Elle King
Stressed Out,twenty one pilots
Adventure Of A Lifetime,Coldplay
Renegades,X Ambassadors
Shut Up And Dance,WALK THE MOON
Irresistible,Fall Out Boy
Uma Thurman,Fall Out Boy
Let It Go,James Bay
S.O.B.,Nathaniel Rateliff & The Night Sweats
UGH!,The 1975
2 Heads,Coleman Hell
The Sound Of Silence,Disturbed
Hymn For The Weekend,Coldplay
Emperor's New Clothes,Panic! At The Disco
Unsteady,X Ambassadors
Victorious,Panic! At The Disco
Everglow,Coldplay
Fire And The Flood,Vance Joy
Mess Around,Cage The Elephant
The Light,Disturbed
Throne,Bring Me The Horizon
Wash It All Away,Five Finger Death Punch
Cut The Cord,Shinedown
The Ghosts Of Beverly Drive,Death Cab For Cutie
Roots,Imagine Dragons
A Head Full Of Dreams,Coldplay
Love Me,The 1975
Fun,Coldplay Featuring Tove Lo
State Of My Head,Shinedown
